State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Sex Ratio,Literacy Rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,2399901,275970,15422,1377,25510,617,566108,5512,597466,220248,817714,232470,344167,281752,225957,143143,100226,378259,191052,1001.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,3599372,443456,20463,932,341,1417,897970,8606,902997,341431,1244428,462273,720357,582075,331793,162175,144915,755971,353948,977.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,3737588,397870,24129,867,253,1322,944555,13763,907970,395900,1303870,522961,770836,673197,548336,265199,246409,754648,382377,997.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,4983330,77777,77825,738,413,4149,1297273,22411,1199479,406362,1605841,669420,947606,797497,521562,271809,263023,869464,800168,1006.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,4217597,559770,89763,764,323,3282,1186028,19383,1069877,513113,1582990,736270,845810,674957,453446,246580,221924,904201,762845,1003.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,2046051,1713405,87522,11446,1268,19560,869721,149034,0,1066289,1066289,230962,596591,685215,811501,517425,558090,873099,868186,954.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,3491139,244723,24979,2086,332,312,926768,8831,877236,288044,1165280,340372,453505,482842,463403,293493,256633,675283,452865,1008.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,2595321,158887,33463,655,217,459,668519,8628,669262,201363,870625,295639,346118,329630,238811,154774,160804,403739,360531,1011.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,4023678,307043,145598,1393,863,6320,1163932,30438,909292,567042,1476334,618101,692968,630603,531821,312753,328454,897201,863417,992.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,3328380,670737,33165,737,255,2235,816721,10081,783853,306982,1090835,521327,672951,466940,271828,152453,115504,702120,353289,988.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,3673456,334172,21345,658,290,388,757821,6153,848963,161052,1010015,419379,596134,441585,308575,169083,98227,508140,231015,977.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,2637313,342449,34301,1309,554,457,604719,8635,593653,195479,789132,324267,503713,481984,373729,201928,127493,421856,293838,992.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,3249231,188646,35025,937,241,250,789225,7715,833504,197433,1030937,369537,518669,471233,367424,238695,196134,479824,355700,983.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,2123426,391596,19653,2357,1847,542,545913,5261,565165,155133,720298,269487,421399,338668,396396,223365,141850,428790,245523,1040.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,3150195,220654,18775,266,97,204,763746,6151,873486,214089,1087575,489805,495556,368919,249034,142026,133627,528518,321332,981.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,2666950,9025,18879,193,77,160,615432,3988,752752,149684,902436,291793,348354,319244,251521,146721,121213,178089,146386,1015.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,2299129,16423,17853,380,114,815,527736,4453,592458,157056,749514,250446,300057,257468,186576,115144,103591,242486,131289,1019.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,3273755,197333,31377,1453,253,569,828077,12952,758738,288249,1046987,314252,457529,454322,430242,279234,248942,504897,388583,997.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,3733191,86142,109120,288,209,1578,1017568,12050,1007255,248373,1255628,595331,718960,585595,415178,215863,207586,720167,694857,1004.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,47683,2134,35969,94,50381,95,14593,170,33422,6498,39920,20425,22537,17354,10032,5641,3633,9721,19606,926.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,12333,652,37136,36,452,23,5318,57,14503,5215,19718,11713,10487,8852,6213,4510,2330,4477,4703,1029.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,27854,2289,18254,69,776,30,14231,450,19497,9524,29021,9938,13713,13968,10937,9498,6540,8399,11735,980.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,4859,471,51189,43,121,81,3911,95,18603,1092,19695,12661,15054,12264,6997,4353,2031,2173,4066,1032.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,99020,3846,10684,210,24452,104,17157,312,33599,11372,44971,19306,25179,20643,13070,7612,5180,11806,17327,912.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,28915,2247,9213,33,2932,19,5932,207,12000,3950,15950,5875,7957,7351,5508,3570,2795,4945,6143,928.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,9551,1482,34402,27,193,13,12493,381,18112,5365,23477,8492,10821,11661,9861,7674,5230,8804,11232,984.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,57027,6148,84397,310,4768,139,30539,2477,20308,30180,50488,15368,21956,21376,20007,17342,13840,23052,25706,980.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,11842,787,776,1164,34920,72,8635,96,10730,2452,13182,4904,4730,4029,2140,1989,1379,3562,7026,714.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,20682,1103,83361,61,778,43,16026,98,18420,6500,24920,13585,16989,12077,7834,4305,2134,6582,16937,944.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,5261,411,5643,27,2577,7,6198,97,8569,2182,10751,3952,5584,4915,2935,2211,1349,2714,4413,889.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,13474,521,8779,28,297,11,5373,139,14542,4672,19214,10219,16118,15339,10348,8017,4276,5007,6658,998.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,31265,1970,8466,328,36087,71,14188,202,17889,6306,24195,8836,10317,8428,5633,3987,2693,7421,8253,819.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,15881,2218,29969,577,3311,49,14204,303,22272,8503,30775,14227,17675,15908,11441,8418,6030,10692,15800,930.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,492966,1198036,1020,112,49,399,84804,2078,447189,52192,499381,210607,307884,300845,121924,87377,46947,97152,243504,953.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,359145,371033,5924,384,236,871,49866,2523,181923,38470,220393,93591,138294,133643,55924,35491,20221,47000,84687,966.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,1038985,654816,37635,280,341,1673,140205,5316,346227,88933,435160,256855,447993,379469,156156,79766,45341,159266,298041,959.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,327322,597392,1688,431,57,724,45444,1166,268517,20189,288706,119027,163277,161153,59039,47398,22267,46789,95080,954.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,655052,13475,8711,297,911,167,28195,1192,211758,16504,228262,79107,138838,136371,80804,55399,28006,37742,57995,953.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,1198401,64526,52968,2261,4673,1055,136685,8817,299852,77163,377015,143189,243607,301287,139813,89500,59380,177759,214721,961.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,347878,579929,77862,771,194,477,78641,1364,228610,39504,268114,124700,213510,183904,73683,39885,18294,60181,129311,964.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,917426,90312,50582,1131,3863,530,82345,3073,292893,34190,327083,117393,223902,261192,111145,66197,36887,123520,153723,964.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,251194,397653,8480,84,490,247,44143,1211,159215,16202,175417,88596,177984,139029,50056,28504,11608,49075,119292,951.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,1008219,54684,21051,1540,2378,719,122063,5651,286330,80824,367154,99454,201680,295444,128050,97025,62608,145819,155435,962.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,877495,601784,33297,319,185,1330,122191,3109,390596,43849,434445,163849,290097,353861,154831,118849,55011,124575,180800,949.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,766000,20290,157789,370,6260,397,53918,1923,215691,37185,252876,109324,212224,199289,93137,40602,18225,51860,96932,951.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,521962,692489,11990,114,446,524,70951,1933,261945,32695,294640,198059,333885,257931,76685,39637,21408,98861,210254,963.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,529068,252271,101091,93,1718,396,41373,1218,204896,17115,222011,116899,166013,154715,78788,39571,17287,28132,52532,959.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,797130,193476,46217,412,1074,250,60296,1948,293239,34694,327933,126950,212080,217497,107326,82885,44212,73904,117971,968.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,1225246,1563203,26844,3036,1073,1162,195631,5121,674999,124186,799185,392616,638088,576214,199792,115864,66994,250174,422431,962.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,491582,277488,429,62,27,1004,68313,1631,210706,28238,238944,75866,141690,192771,81507,71734,39368,80855,103600,949.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,1422824,350536,138166,1363,5088,1003,133368,4358,483325,64528,547853,216097,416218,377653,141373,90385,49901,177951,228882,956.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,1181347,48373,76877,1999,16228,837,161718,5135,290704,90910,381614,150893,266717,276292,109805,61040,38152,167479,217556,952.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,1593525,1207442,4116,371,187,1910,43290,2561,659061,44213,703274,625357,426625,206161,112955,68177,39627,225043,52549,921.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,2218,295,334,775,44456,2362,428291,49006,477297,559512,482199,302662,253142,136783,91371,166509,84329,926.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,15991,5142,309093,30981,589477,23258,551789,427343,979132,381695,686271,422964,537936,310762,253253,616355,360410,923.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,1772655,250925,6138,139,113,94,62359,1704,425604,18492,444096,408188,386707,196305,120653,63103,35767,88429,46555,907.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,2554330,407348,2209,402,229,276,120373,4644,594377,139248,733625,577601,484502,291877,207136,144783,101836,193224,186662,895.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,2487866,537098,3556,415,180,1050,174534,6764,522527,130634,653161,614644,524322,300767,247079,154643,118843,208730,189954,880.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,2518216,197819,2165,544,647,1472,62153,3661,434559,77368,511927,581580,605307,367059,313509,163303,131137,216412,112983,907.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,1591454,105423,2125,248,5090,97,46760,1784,299252,35405,334657,331675,420187,256124,178044,89306,64117,130771,64826,922.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,3042729,881476,3534,832,245,236,127442,6280,907174,95539,1002713,672797,490534,332382,224622,152540,129597,247667,202524,911.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,3876395,488121,3943,913,870,1723,112617,6856,696289,111282,807571,902272,757690,447480,342254,191824,131163,260921,167232,937.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,2119262,436057,2463,271,167,133,69375,3707,515925,38133,554058,540603,470828,291624,223776,123249,79109,209045,84425,1021.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,1525746,217621,8443,162,159,87,32633,1839,325909,30851,356760,420472,317612,153973,104211,56137,29633,64170,45733,922.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,1045117,75742,691,148,248,60,27641,1106,186660,28132,214792,211761,165906,117558,112966,68748,45519,74772,50439,922.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,1684589,1365645,8659,2754,212,507,60900,2941,668232,69838,738070,472616,444260,237243,133811,88498,57114,200849,108018,919.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,1486989,175588,1253,143,79,86,40641,1580,373696,21007,394703,350601,233494,130004,100555,65931,38697,88774,78061,886.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,531236,1149095,5783,398,183,1476,58718,1093,401793,43357,445150,356401,235779,89025,42778,25989,15386,108435,34858,950.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,956396,40886,487,140,52,78,44491,1186,175882,31763,207645,172076,149312,111684,85807,48001,27261,60658,52316,902.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,1753829,241760,1342,170,60,133,23236,1397,486278,24000,510278,340813,189431,114474,99437,79891,44955,139028,52388,911.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,3652168,818912,3262,564,328,442,113281,5319,1047552,41234,1088786,783888,771417,520875,303114,170563,137780,235903,166993,926.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,1252319,110416,1815,338,95,145,90461,2653,222281,85782,308063,226699,158699,146414,147152,101907,64469,109560,102385,876.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,4032773,745546,5149,933,288,382,180651,10290,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,346386,256532,900.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,2669775,198033,1978,393,414,561,101378,4156,514141,102522,616663,581978,486266,320839,274556,177358,133032,180298,149675,922.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,1964620,244394,1299,250,176,279,31162,1841,379551,45323,424874,601011,368649,195072,161127,95943,64585,132057,77297,939.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,3047427,865090,8469,926,1337,296,57546,3495,839514,96620,936134,1053481,543965,250243,159563,98732,70669,270894,112382,909.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,5356075,439952,12551,4803,1062,2151,546859,40692,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,562795,507581,897.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,4086453,990349,4865,668,878,464,74979,7719,1142260,101565,1243825,1280809,982506,450631,241118,121594,68781,391064,179522,902.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,1989420,1255641,7989,614,353,1450,86058,4170,712847,85749,798596,668690,360243,184327,119259,83226,59996,234013,87774,921.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,2645415,300487,2889,2569,1584,252,114893,4594,512383,95678,608061,535187,548971,399053,333053,194928,161555,248462,128652,918.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,1629254,266620,1292,197,60,109,41342,1668,432651,38046,470697,348300,194897,104182,90182,64560,47051,113421,61597,906.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,3800598,452370,2126,554,292,231,88021,5379,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,213527,159459,911.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1285767,871687,3534772,406449,2330,371,229,322,94787,4509,701323,76299,777622,793945,693465,433759,361171,213251,148065,276656,137526,954.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,196431,132245,596102,37653,313,75,41,43,20065,631,108293,24345,132638,129673,110525,59529,52860,33856,19676,35018,30019,930.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,171645,112053,552492,99342,522,216,73,52,10004,478,158484,7516,166000,128209,91277,37063,25657,16031,10091,52118,30398,893.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,885188,551606,2672311,740101,2897,261,253,188,66263,3460,807294,49670,856964,733380,394422,196321,136500,92783,70549,217626,152392,899.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,1115906,814269,2712635,608282,2618,369,407,359,52935,3834,632514,41858,674372,689880,612635,445257,355277,186817,119164,276680,124672,988.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,647672,385611,1809936,409251,3758,271,136,546,51028,1845,572287,27815,600102,467768,269737,157787,99530,69665,45726,152501,47753,929.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1152576,774164,3152346,333980,2203,707,362,246,70001,4810,699317,51494,750811,810191,487594,370247,291392,178320,124448,208882,171904,895.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,465346,340092,852574,51447,8720,138329,1160,1960,231204,44283,8911,289456,298367,80406,118667,114209,124707,98786,174528,210801,206017,818.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,382335,268528,1277975,12413,27951,2099,985,3466,157646,1782,316425,54894,371319,183667,178766,139330,60936,57413,32895,48350,62326,1023.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,155599,132021,371973,6984,236,2387,113,10,79146,1574,152458,11987,164445,35817,59489,53515,64730,45695,25474,61113,56814,981.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,932474,664086,2540763,57973,20745,6373,2979,2357,519704,8566,549632,188174,737806,382091,407692,337793,189296,152838,134637,135945,171271,971.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,777188,10425,2644,1196,667,3612,148926,1016,168689,41792,210481,143128,148544,120146,65196,58875,31319,29042,50033,1010.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,3129745,83499,24304,24276,19587,17209,614109,16141,533448,349741,883189,463598,573291,497668,309508,286244,202424,235446,228551,988.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,629509,15336,189588,474,467,694,76783,567,205670,20722,226392,120768,137681,127299,64188,50562,26161,13683,27142,1005.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,1133176,30195,21059,3666,897,753,202380,4544,206598,126055,332653,178191,188303,168387,89167,83166,61215,67505,77854,969.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,604259,25878,9398,1391,84,1155,80023,1667,121852,59763,181615,143413,109639,87969,47127,38677,26802,38370,35636,968.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,1008061,12570,5284,2941,521,1495,212487,961,274793,35774,310567,179770,194739,152183,78583,57949,33357,26449,48150,1017.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,1422986,17332,47653,2117,781,409,297308,3342,354278,66638,420916,246480,260661,210964,130700,93340,66358,50603,69909,991.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,17452,7477,121791,12260,547206,38570,581868,377160,959028,231263,407662,335886,441072,221410,204507,547214,369857,959.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,3881485,103038,23181,16707,8397,17137,728556,20261,673499,395001,1068500,618508,664470,552373,313247,267265,227382,259502,267090,984.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,2126195,81442,97432,2303,1287,623,253131,2737,525596,65167,590763,364452,338509,281260,135374,105992,64607,59109,130736,978.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,104316,46032,171537,16087,2618,169,216,244,49249,1316,10006,61073,71079,8957,28094,30406,26991,14170,9128,40804,40951,534.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,2397056,334858,2586,1110,1291,3841,498326,6628,489237,287506,776743,271762,700258,294811,311849,137505,139957,344568,313730,953.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,622213,57941,134169,618,553,546,173951,23440,115859,209230,325089,40968,101521,148792,153887,87513,86781,159976,140924,963.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,341664,63623,231961,855,542,563,138810,17624,88620,162873,251493,29874,73039,119869,108989,64786,57460,129135,116414,986.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,6042416,883238,50754,14542,4518,209287,1456046,126341,353169,1845383,2198552,761358,1614370,805199,1135058,549188,839295,1295122,1241055,904.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,1410463,99105,919,415,243,2053,273331,2538,313714,116899,430613,230474,412251,120625,149478,66785,50999,201157,173045,964.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,1798794,250919,29789,1524,267,8591,378310,9902,413078,208909,621987,257524,560542,229013,283571,127459,110351,254683,230571,925.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,2890305,213505,1686,486,281,12659,396873,3424,666773,137424,804197,366867,859436,159433,226765,105372,66950,229091,146022,938.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,1188204,343511,9494,1733,442,4813,309091,10257,300677,181319,481996,161675,367060,164765,188539,83895,74380,261660,204943,925.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,2632574,212863,3457,1410,445,26974,500757,7297,387251,356826,744077,422461,929286,266953,281250,96241,93391,375112,292210,933.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,1319586,57273,3237,1985,497,6405,262539,12107,237624,195634,433258,136131,363156,133594,196456,95730,108400,193174,171166,923.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,1810443,320805,4392,1873,1086,18856,386538,11573,347158,299167,646325,255785,491009,194057,199634,74029,87523,285899,242841,939.0,65.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,2397056,334858,2586,1110,1291,3841,498326,6628,489237,287506,776743,271762,700258,294811,311849,137505,139957,344568,313730,953.0,67.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,1608921,442355,6192,6353,490,25312,403294,9631,488293,250982,739275,246956,469402,141345,157284,61366,60386,329920,280257,908.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,2000884,264482,26629,1403,300,3479,372226,5710,461479,160547,622026,295057,641541,250044,310341,148530,84223,220959,172599,940.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,1885732,136431,1954,1082,146,7087,385609,7759,476005,183738,659743,260278,467128,183468,266108,139208,130723,290574,232825,926.0,74.0
